station_id,station_name,lat,lon,capacity
7311,Sherbourne St / Isabella St,43.669576,-79.375961,15
7192,Harbord St / Clinton St,43.660414,-79.415646,15
7299,Mill St / Parliament St,43.650256,-79.36163,15
7193,Queen St W / Gladstone Ave,43.6430555555556,-79.4275,15
7504,Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,15
7291,Lakeshore Blvd E / Parliament St,43.647562,-79.36138,15
7012,Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327,15
7205,Rusholme Park Cres / College St,43.65277778,-79.42972222,15
7211,Fort York Blvd / Garrison Rd,43.6375,-79.40611111111112,15
7141,Bridgeman Ave / Kendal Ave,43.675556,-79.410278,15
7340,Blake St / Boultbee Ave,43.672453,-79.338259,15
7158,King St W / Stafford St,43.6422222,-79.41111111111111,15
7143,Kendal Ave / Bernard Ave,43.671513,-79.408317,15
7144,Palmerston Ave / Vermont Ave,43.671389,-79.416389,15
7355,Beltline Trail / Chaplin Cres.,43.704461,-79.423122,15
7148,King St W / Joe Shuster Way,43.639444,-79.423611,15
7059,Front St W / Blue Jays Way,43.643473,-79.390477,15
7157,Dufferin St / Bloor St,43.66083333333333,-79.43583333333333,15
7347,Regal Rd / Dufferin St,43.673939,-79.441159,15
7346,Logan Av / Gerrard St E,43.6672144,-79.3452697,15
7345,Cherry Beach Sports Field (55 Unwin Ave),43.640757,-79.343144,15
7147,King St W / Fraser Ave,43.6394444,-79.42527777777778,15
7160,King St W / Tecumseth St,43.64333333333333,-79.40555555555557,15
7341,Eastern Ave / Winnifred Ave,43.6592088,-79.3348396,15
7269,Toronto Eaton Centre (Yonge St),43.655431,-79.380653,14
7481,Westmount Ave / St Clair Ave W - SMART,43.67851,-79.44215,14
7356,King St E / Ontario St.,43.651885,-79.3649,14
7301,Primrose Ave / Davenport Rd,43.67142,-79.445947,14
7442,Lonsdale Rd / Spadina Rd,43.688526,-79.412903,14
7162,Hayter St / Laplante Ave,43.6591666666667,-79.3855555555556,14
7074,King St E / Church St,43.65003919999999,-79.3733541,14
7246,Yonge St / Bloor St,43.669969,-79.386532,14
7480,Neil McLellan Park - SMART,43.65143,-79.47779,14
7502,University Ave / College St (East),43.65995,-79.38964,14
7227,Martin Goodman Trail (Marilyn Bell Park),43.6314,-79.4304,14
7170,Spadina Ave / Willcocks St,43.6616667,-79.40138888888889,14
7485,Blythwood Rd / Yonge St - SMART,43.716652,-79.399993,13
7206,Claremont St / Dundas St W,43.651281,-79.411717,13
7272,Yonge St / Dundonald St - SMART,43.665801,-79.384796,12
7494,Davenport Rd / McAlpine St - SMART,43.673768,-79.391253,12
7229,Dundas St W / Roncesvalles Green P - SMART,43.6534268,-79.4512787,12
7247,Howard Park Ave / Dundas St W - SMART,43.6521,-79.4486,12
7292,Granby St / Church St - SMART,43.6605302,-79.3787235,12
7285,Spadina Ave / Harbord St - SMART,43.6629228,-79.4018451,12
7249,Dovercourt Rd / Harrison St (Green P) - SMART,43.651145,-79.423742,12
7277,Chorley Park - SMART,43.6856,-79.3718,12
7109,Seaton St / Dundas St E - SMART,43.658777,-79.369596,12
7223,Parkside Dr / Bloor St W - SMART,43.654501,-79.460053,12
7387,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,12
7241,519 Church St - SMART,43.666805,-79.381288,12
7254,Borden St / Bloor St W - SMART,43.665461,-79.40848,12
7384,Cumberland Ave / Bay St SMART,43.6704537,-79.39014,12
7235,Bay St / College St (West Side) - SMART,43.660087,-79.385655,12
7274,Queen's Park Cres E / Grosvenor St - SMART,43.661803,-79.389682,12
7327,Davenport Rd / Oakwood Rd - SMART,43.674453,-79.43439,12
7265,Wallace Ave / Symington Ave - SMART,43.661324,-79.449534,12
7250,St. George St / Russell St - SMART,43.660296,-79.397107,12
7253,John St  / Mercer St - SMART,43.6461,-79.3895,12
7506,Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,12
7483,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974,12
7493,Sackville St / Eastern Ave - SMART,43.653809,-79.3595,12
7054,Navy Wharf Ct. / Bremner Blvd.,43.640722,-79.391051,11
7482,Danforth Ave / Sibley Ave - SMART,43.690111,-79.292634,11
7023,College St / Borden St,43.6571,-79.4056,11
7488,Summerhill Ave / Maclennan Ave,43.685924,-79.376304,11
7006,Bay St / College St (East Side),43.660439,-79.385525,11
7011,Wellington St W / Portland St,43.642982,-79.399256,11
7017,Widmer St / Adelaide St W,43.6475076,-79.3914841,11
7133,Summerhill Station,43.681944,-79.390556,11
7459,St Clair Ave W / Winona Ave - SMART,43.680466,-79.432522,11
7152,Ossington Ave / Bloor St W,43.661705,-79.425734,11
7338,Logan Ave / Bain Ave,43.6720273,-79.3470557,11
7169,Front St W / Bay St (North Side),43.646162,-79.378912,11
7330,Lee Ave / Queen St E,43.669863,-79.297786,11
7184,Ossington Ave / College St,43.6544915,-79.422634,11
7319,Lakeshore Blvd E / Knox Ave,43.660206,-79.3244,11
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11
7312,Amelia St. / Sumach St.,43.66852,-79.363525,11
7191,Central Tech  (Harbord St),43.661975,-79.407896,11
7302,Winona Dr / Davenport Rd,43.674923,-79.430465,11
7194,Mortimer Ave / Coxwell Ave,43.690564,-79.326319,11
7195,Ulster St / Bathurst St,43.66,-79.4088888888889,11
7196,Roxton Rd / Harbord St,43.65905,-79.422988,11
7197,Queen St W / Dovercourt Rd,43.6436111111111,-79.4225,11
