trip_id,trip_start_time,trip_stop_time,trip_duration_seconds,from_station_id,from_station_name,to_station_id,to_station_name,user_type,origin_lat,origin_lon,destination_lat,destination_lon
712545,2017/1/1 15:35,2017/1/1 15:39,255,7039,Simcoe St / Dundas St W,7038,Dundas St / Yonge St,Member,43.65232722,-79.38825382,43.656094,-79.381484
712546,2017/1/1 15:39,2017/1/1 15:51,691,7207,Dundas St W / Crawford St,7160,King St W / Tecumseth St,Member,43.649722,-79.416944,43.64333333,-79.40555556
712547,2017/1/1 15:42,2017/1/1 15:59,1016,7039,Simcoe St / Dundas St W,7049,Queen St W / Portland St,Member,43.65232722,-79.38825382,43.6476,-79.4015
712548,2017/1/1 15:49,2017/1/1 15:56,388,7121,Jarvis St / Dundas St E,7110,Queen St E / Berkely St,Member,43.657266,-79.374756,43.6552778,-79.36583333
712549,2017/1/1 15:53,2017/1/1 16:02,503,7074,Spadina Ave / Sussex Ave,7032,Augusta Ave / Dundas St W,Member,43.6500392,-79.3733541,43.652473,-79.401456
712550,2017/1/1 15:57,2017/1/1 16:18,1253,7171,Ontario Place Blvd / Remembrance Dr,7017,Widmer St / Adelaide St ,Member,43.6322445,-79.4108105,43.6475076,-79.3914841
712551,2017/1/1 15:58,2017/1/1 16:01,209,7020,Phoebe St / Spadina Ave,7022,Simcoe St / Queen St W,Member,43.650033,-79.396555,43.650858,-79.387582
712552,2017/1/1 15:59,2017/1/1 16:25,1595,7049,Queen St W / Portland St,7035,Queen St W / Ossington Ave,Member,43.6476,-79.4015,43.643975,-79.419576
712553,2017/1/1 16:00,2017/1/1 16:12,718,7055,Jarvis St / Carlton St,7117,Castle Frank Station,Member,43.66207,-79.37617,43.674083,-79.368579
712554,2017/1/1 16:05,2017/1/1 16:25,1206,7022,Simcoe St / Queen St W,7069,Queen St W / Spadina Ave,Member,43.650858,-79.387582,43.649147,-79.395504
712555,2017/1/1 16:11,2017/1/1 16:18,427,7160,King St W / Tecumseth St,7207,Dundas St W / Crawford St,Member,43.64333333,-79.40555556,43.649722,-79.416944
712556,2017/1/1 16:11,2017/1/1 16:42,1845,7193,Queen St W / Gladstone Ave,7173,Cariboo St / Rail Path,Casual,43.64305556,-79.4275,43.66666667,-79.45833333
712557,2017/1/1 16:11,2017/1/1 16:42,1828,7193,Queen St W / Gladstone Ave,7173,Cariboo St / Rail Path,Casual,43.64305556,-79.4275,43.66666667,-79.45833333
712558,2017/1/1 16:23,2017/1/1 16:31,447,7054,Navy Wharf Ct. / Bremner Blvd.,7070,25 York St (ACC/Union Station South),Member,43.640722,-79.391051,43.643667,-79.380414
712559,2017/1/1 16:26,2017/1/1 16:31,314,7197,Queen St W / Dovercourt Rd,7135,Hanna Ave / Liberty St,Member,43.64361111,-79.4225,43.638333,-79.419722
712560,2017/1/1 16:28,2017/1/1 16:33,290,7076,York St / Queens Quay W,7068,Dockside Dr / Queens Quay E (Sugar Beach),Member,43.640132,-79.380464,,
712561,2017/1/1 16:32,2017/1/1 16:46,832,7021,Bay St / Albert St,7029,Bay St / Bloor St W,Casual,43.653264,-79.382458,43.66943,-79.38915
712562,2017/1/1 16:32,2017/1/1 16:39,405,7039,Simcoe St / Dundas St W,7028,Gould St / Mutual St,Member,43.65232722,-79.38825382,43.6582,-79.3768
712563,2017/1/1 16:32,2017/1/1 16:46,814,7021,Bay St / Albert St,7029,Bay St / Bloor St W,Casual,43.653264,-79.382458,43.66943,-79.38915
712564,2017/1/1 16:33,2017/1/1 16:46,790,7207,Dundas St W / Crawford St,7118,King St W / Bay St (East Side),Member,43.649722,-79.416944,43.648575,-79.380042
712565,2017/1/1 16:34,2017/1/1 16:45,649,7035,Queen St W / Ossington Ave,7197,Queen St W / Dovercourt Rd,Member,43.643975,-79.419576,43.64361111,-79.4225
712566,2017/1/1 16:35,2017/1/1 16:46,675,7116,Parliament St / Bloor St E,7009,King St E / Jarvis St,Member,43.671827,-79.371849,43.650325,-79.372287
712567,2017/1/1 16:46,2017/1/1 17:02,957,7210,Mary McCormick Rec Centre (Sheridan Ave),7027,Beverly  St / Dundas St W,Member,43.6475,-79.43305556,43.652823,-79.393388
712568,2017/1/1 16:46,2017/1/1 16:50,238,7019,Temperance St / Yonge St,7038,Dundas St / Yonge St,Member,43.6507021,-79.3800546,43.656094,-79.381484
712569,2017/1/1 16:48,2017/1/1 16:56,510,7197,Queen St W / Dovercourt Rd,7049,Queen St W / Portland St,Member,43.64361111,-79.4225,43.6476,-79.4015
712570,2017/1/1 16:48,2017/1/1 16:54,364,7041,Edward St / Yonge St,7026,Bay St / St. Joseph St,Member,43.656729,-79.382736,43.665527,-79.387499
712571,2017/1/1 16:50,2017/1/1 17:12,1327,7087,Danforth Ave / Aldridge Ave,7097,Riverdale Park North (Broadview Ave),Member,43.684758,-79.316767,43.671172,-79.354704
712572,2017/1/1 16:55,2017/1/1 17:15,1204,7160,King St W / Tecumseth St,7089,Church St  / Wood St,Member,43.64333333,-79.40555556,43.662712,-79.379903
712574,2017/1/1 16:56,2017/1/1 17:26,1750,7049,Queen St W / Portland St,7017,Widmer St / Adelaide St ,Member,43.6476,-79.4015,43.6475076,-79.3914841
712575,2017/1/1 16:57,2017/1/1 17:08,619,7038,Dundas St / Yonge St,7161,Beverly St / College St W,Member,43.656094,-79.381484,43.6575,-79.39527778
712576,2017/1/1 16:58,2017/1/1 17:14,945,7016,Bay St / Queens Quay W (Ferry Terminal),7027,Beverly  St / Dundas St W,Member,43.640823,-79.376265,43.652823,-79.393388
712577,2017/1/1 16:58,2017/1/1 17:14,945,7016,Bay St / Queens Quay W (Ferry Terminal),7027,Beverly  St / Dundas St W,Member,43.640823,-79.376265,43.652823,-79.393388
712580,2017/1/1 17:03,2017/1/1 17:36,1961,7018,Bremner Blvd / Rees St,7018,Bremner Blvd / Rees St,Casual,43.641529,-79.386741,43.641529,-79.386741
712581,2017/1/1 17:03,2017/1/1 17:06,168,7023,College St W / Borden St,7189,Augusta Ave / Denison Sq,Member,43.6571,-79.4056,43.653766,-79.4016759
712582,2017/1/1 17:03,2017/1/1 17:05,131,7037,Bathurst St / Dundas St W,7032,Augusta Ave / Dundas St W,Member,43.6523,-79.4058,43.652473,-79.401456
712583,2017/1/1 17:06,2017/1/1 17:17,645,7202,Queen St W / York St (City Hall),7018,Bremner Blvd / Rees St,Casual,43.651667,-79.384167,43.641529,-79.386741
712584,2017/1/1 17:06,2017/1/1 17:17,637,7202,Queen St W / York St (City Hall),7018,Bremner Blvd / Rees St,Casual,43.651667,-79.384167,43.641529,-79.386741
712585,2017/1/1 17:07,2017/1/1 17:11,207,7177,East Liberty St / Pirandello St,7188,Exhibition GO (Atlantic Ave),Member,43.63861111,-79.41472222,43.63666667,-79.41972222
712586,2017/1/1 17:08,2017/1/1 18:36,5295,7016,Bay St / Queens Quay W (Ferry Terminal),7016,Bay St / Queens Quay W (Ferry Terminal),Casual,43.640823,-79.376265,43.640823,-79.376265
712587,2017/1/1 17:09,2017/1/1 17:16,421,7006,Bay St / College St (East Side),7027,Beverly  St / Dundas St W,Member,43.660439,-79.385525,43.652823,-79.393388
712588,2017/1/1 17:11,2017/1/1 17:20,540,7069,Queen St W / Spadina Ave,7021,Bay St / Albert St,Member,43.649147,-79.395504,43.653264,-79.382458
712589,2017/1/1 17:11,2017/1/1 17:20,516,7069,Queen St W / Spadina Ave,7021,Bay St / Albert St,Member,43.649147,-79.395504,43.653264,-79.382458
712590,2017/1/1 17:12,2017/1/1 17:17,293,7199,College St W / Markham St,7204,College St W / Crawford St,Member,43.65638889,-79.40916667,43.655,-79.418889
712591,2017/1/1 17:14,2017/1/1 17:22,495,7059,Front St W / Blue Jays Way,7027,Beverly  St / Dundas St W,Member,43.643473,-79.390477,43.652823,-79.393388
712592,2017/1/1 17:18,2017/1/1 17:50,1954,7070,25 York St (ACC/Union Station South),7032,Augusta Ave / Dundas St W,Casual,43.643667,-79.380414,43.652473,-79.401456
712593,2017/1/1 17:19,2017/1/1 17:24,284,7002,St George St / Bloor St W,7161,Beverly St / College St W,Member,43.667333,-79.399429,43.6575,-79.39527778
712594,2017/1/1 17:24,2017/1/1 17:34,610,7167,Queen St E / George St (Moss Park),7039,Simcoe St / Dundas St W,Member,43.6544444,-79.37111111,43.65232722,-79.38825382
712595,2017/1/1 17:25,2017/1/1 17:33,475,7037,Bathurst St / Dundas St W,7075,Queens Quay W / Dan Leckie Way,Member,43.6523,-79.4058,43.636533,-79.395854
712596,2017/1/1 17:26,2017/1/1 17:51,1534,7017,Widmer St / Adelaide St ,7013,Scott St / The Esplanade,Member,43.6475076,-79.3914841,43.64656,-79.375274
712597,2017/1/1 17:27,2017/1/1 17:54,1620,7117,Castle Frank Station,7176,Bathurst St / Fort York Blvd,Member,43.674083,-79.368579,43.639179,-79.399595
712598,2017/1/1 17:41,2017/1/1 18:37,3389,7173,Cariboo St / Rail Path,7071,161 Bleecker St (South of Wellesley),Casual,43.66666667,-79.45833333,43.666233,-79.373327
712599,2017/1/1 17:41,2017/1/1 18:37,3368,7173,Cariboo St / Rail Path,7071,161 Bleecker St (South of Wellesley),Casual,43.66666667,-79.45833333,43.666233,-79.373327
712600,2017/1/1 17:42,2017/1/1 18:04,1360,7013,Scott St / The Esplanade,7135,Hanna Ave / Liberty St,Member,43.64656,-79.375274,43.638333,-79.419722
712601,2017/1/1 17:42,2017/1/1 17:50,518,7149,Yarmouth Rd / Christie St,7061,Bloor St / Brunswick Ave,Member,43.67,-79.42083333,43.6662942,-79.4066433
712602,2017/1/1 17:44,2017/1/1 17:53,559,7033,Union Station,7028,Gould St / Mutual St,Member,43.645609,-79.380386,43.6582,-79.3768
712603,2017/1/1 17:44,2017/1/1 17:55,663,7068,Dockside Dr / Queens Quay E (Sugar Beach),7013,Scott St / The Esplanade,Member,,,43.64656,-79.375274
712604,2017/1/1 17:45,2017/1/1 18:12,1656,7189,Augusta Ave / Denison Sq,7096,Boston Ave / Queen St E,Member,43.653766,-79.4016759,43.661508,-79.338931
712605,2017/1/1 17:45,2017/1/1 18:00,903,7196,Roxton Rd / Harbord St,7112,Liberty St / Fraser Ave Green P,Member,43.65905,-79.422988,43.637981,-79.424146
712606,2017/1/1 17:49,2017/1/1 17:54,307,7036,Trinity St /Front St E,7009,King St E / Jarvis St,Member,43.651318,-79.36023,43.650325,-79.372287
712607,2017/1/1 17:52,2017/1/1 18:00,525,7171,Ontario Place Blvd / Remembrance Dr,7176,Bathurst St / Fort York Blvd,Member,43.6322445,-79.4108105,43.639179,-79.399595
712608,2017/1/1 17:52,2017/1/1 18:30,2316,7087,Danforth Ave / Aldridge Ave,7020,Phoebe St / Spadina Ave,Member,43.684758,-79.316767,43.650033,-79.396555
712609,2017/1/1 17:53,2017/1/1 18:00,445,7013,Scott St / The Esplanade,7041,Edward St / Yonge St,Member,43.64656,-79.375274,43.656729,-79.382736
712610,2017/1/1 17:57,2017/1/1 18:07,595,7025,Ted Rogers Way / Bloor St E,7038,Dundas St / Yonge St,Member,43.671293,-79.380471,43.656094,-79.381484
712611,2017/1/1 17:57,2017/1/1 18:06,513,7042,Sherbourne St / Wellesley St,7004,University Ave / Elm St,Member,43.6673,-79.374,43.656518,-79.389099
712612,2017/1/1 17:57,2017/1/1 18:41,2600,7018,Bremner Blvd / Rees St,7016,Bay St / Queens Quay W (Ferry Terminal),Casual,43.641529,-79.386741,43.640823,-79.376265
712613,2017/1/1 17:58,2017/1/1 18:41,2600,7018,Bremner Blvd / Rees St,7016,Bay St / Queens Quay W (Ferry Terminal),Casual,43.641529,-79.386741,43.640823,-79.376265
712614,2017/1/1 18:03,2017/1/1 18:06,220,7059,Front St W / Blue Jays Way,7033,Union Station,Member,43.643473,-79.390477,43.645609,-79.380386
712615,2017/1/1 18:04,2017/1/1 18:14,580,7054,Navy Wharf Ct. / Bremner Blvd.,7202,Queen St W / York St (City Hall),Member,43.640722,-79.391051,43.651667,-79.384167
712616,2017/1/1 18:05,2017/1/1 18:14,542,7054,Navy Wharf Ct. / Bremner Blvd.,7202,Queen St W / York St (City Hall),Member,43.640722,-79.391051,43.651667,-79.384167
712617,2017/1/1 18:05,2017/1/1 18:26,1237,7041,Edward St / Yonge St,7046,Niagara St / Richmond St W,Member,43.656729,-79.382736,43.64534,-79.409597
712618,2017/1/1 18:06,2017/1/1 18:23,1052,7144,Palmerston Ave / Vermont Ave,7077,College Park South,Member,43.671389,-79.416389,43.659777,-79.382767
712619,2017/1/1 18:07,2017/1/1 18:25,1120,7129,Davenport Rd / Avenue Rd,7102,Nelson St / Duncan St,Casual,43.674991,-79.396273,43.648711,-79.389728
712620,2017/1/1 18:12,2017/1/1 18:38,1588,7077,College Park South,7040,Euclid Ave / Bloor St W,Casual,43.659777,-79.382767,43.664467,-79.414783
712621,2017/1/1 18:12,2017/1/1 18:38,1588,7077,College Park South,7040,Euclid Ave / Bloor St W,Casual,43.659777,-79.382767,43.664467,-79.414783
712622,2017/1/1 18:16,2017/1/1 18:26,626,7195,Ulster St / Bathurst St,7017,Widmer St / Adelaide St ,Member,43.66,-79.40888889,43.6475076,-79.3914841
712623,2017/1/1 18:18,2017/1/1 18:28,585,7176,Bathurst St / Fort York Blvd,7197,Queen St W / Dovercourt Rd,Member,43.639179,-79.399595,43.64361111,-79.4225
712624,2017/1/1 18:21,2017/1/1 18:34,789,7009,King St E / Jarvis St,7115,Howard St / Sherbourne St,Member,43.650325,-79.372287,43.6712581,-79.376367
712625,2017/1/1 18:24,2017/1/1 18:33,526,7027,Beverly  St / Dundas St W,7006,Bay St / College St (East Side),Member,43.652823,-79.393388,43.660439,-79.385525
712626,2017/1/1 18:25,2017/1/1 18:37,715,7017,Widmer St / Adelaide St ,7172,Strachan Ave / Princes' Blvd,Member,43.6475076,-79.3914841,43.635,-79.40888889
712629,2017/1/1 18:26,2017/1/1 18:49,1397,7003,Madison Ave / Bloor St W,7016,Bay St / Queens Quay W (Ferry Terminal),Member,43.667158,-79.402761,43.640823,-79.376265
712627,2017/1/1 18:26,2017/1/1 18:49,1403,7003,Madison Ave / Bloor St W,7016,Bay St / Queens Quay W (Ferry Terminal),Member,43.667158,-79.402761,43.640823,-79.376265
712628,2017/1/1 18:26,2017/1/1 18:49,1397,7003,Madison Ave / Bloor St W,7016,Bay St / Queens Quay W (Ferry Terminal),Member,43.667158,-79.402761,43.640823,-79.376265
712630,2017/1/1 18:26,2017/1/1 18:33,410,7046,Niagara St / Richmond St W,7122,Niagara St / Tecumseth St,Member,43.64534,-79.409597,43.641389,-79.404444
712631,2017/1/1 18:28,2017/1/1 18:38,559,7046,Niagara St / Richmond St W,7172,Strachan Ave / Princes' Blvd,Member,43.64534,-79.409597,43.635,-79.40888889
712632,2017/1/1 18:28,2017/1/1 18:38,556,7046,Niagara St / Richmond St W,7172,Strachan Ave / Princes' Blvd,Member,43.64534,-79.409597,43.635,-79.40888889
712633,2017/1/1 18:30,2017/1/1 18:45,875,7010,King St W / Spadina Ave,7175,HTO Park (Queen's Quay W),Member,43.645323,-79.395003,43.63796,-79.387502
712634,2017/1/1 18:31,2017/1/1 18:40,526,7026,Bay St / St. Joseph St,7039,Simcoe St / Dundas St W,Member,43.665527,-79.387499,43.65232722,-79.38825382
712635,2017/1/1 18:32,2017/1/1 18:36,218,7019,Temperance St / Yonge St,7013,Scott St / The Esplanade,Member,43.6507021,-79.3800546,43.64656,-79.375274
712636,2017/1/1 18:34,2017/1/1 18:53,1139,7003,Madison Ave / Bloor St W,7000,Fort York  Blvd / Capreol Crt,Member,43.667158,-79.402761,43.639832,-79.395954
712637,2017/1/1 18:34,2017/1/1 18:49,909,7029,Bay St / Bloor St W,7094,Chester Station,Member,43.66943,-79.38915,43.6784556,-79.351014
712638,2017/1/1 18:35,2017/1/1 18:50,878,7176,Bathurst St / Fort York Blvd,7019,Temperance St / Yonge St,Member,43.639179,-79.399595,43.6507021,-79.3800546
712639,2017/1/1 18:37,2017/1/1 18:45,479,7042,Sherbourne St / Wellesley St,7008,Wellesley St / Queen's Park Cres,Member,43.6673,-79.374,43.663376,-79.392125
712640,2017/1/1 18:38,2017/1/1 18:55,1023,7057,Simcoe St / Wellington St W,7171,Ontario Place Blvd / Remembrance Dr,Casual,43.6458569,-79.3853654,43.6322445,-79.4108105
712641,2017/1/1 18:42,2017/1/1 18:56,814,7016,Bay St / Queens Quay W (Ferry Terminal),7038,Dundas St / Yonge St,Casual,43.640823,-79.376265,43.656094,-79.381484
712642,2017/1/1 18:42,2017/1/1 18:56,812,7016,Bay St / Queens Quay W (Ferry Terminal),7038,Dundas St / Yonge St,Casual,43.640823,-79.376265,43.656094,-79.381484
712643,2017/1/1 18:43,2017/1/1 18:53,597,7059,Front St W / Blue Jays Way,7135,Hanna Ave / Liberty St,Member,43.643473,-79.390477,43.638333,-79.419722
712644,2017/1/1 18:43,2017/1/1 18:54,676,7050,Richmond St E / Jarvis St Green P,7042,Sherbourne St / Wellesley St,Member,43.652634,-79.374222,43.6673,-79.374
712645,2017/1/1 18:46,2017/1/1 19:07,1244,7055,Jarvis St / Carlton St,7063,Queens Park / Bloor St W,Casual,43.66207,-79.37617,43.668456,-79.393899
712646,2017/1/1 18:47,2017/1/1 18:54,443,7197,Queen St W / Dovercourt Rd,7122,Niagara St / Tecumseth St,Member,43.64361111,-79.4225,43.641389,-79.404444
712647,2017/1/1 18:48,2017/1/1 18:57,524,7122,Niagara St / Tecumseth St,7046,Niagara St / Richmond St W,Member,43.641389,-79.404444,43.64534,-79.409597
712648,2017/1/1 18:49,2017/1/1 19:04,902,7095,Danforth Ave / Ellerbeck St,7042,Sherbourne St / Wellesley St,Member,43.677076,-79.35667,43.6673,-79.374
712649,2017/1/1 18:50,2017/1/1 19:07,1033,7133,Summerhill Station,7047,University Ave / Gerrard St W,Member,43.681944,-79.390556,43.657763,-79.389165
712650,2017/1/1 18:52,2017/1/1 19:07,920,7055,Jarvis St / Carlton St,7063,Queens Park / Bloor St W,Casual,43.66207,-79.37617,43.668456,-79.393899
712651,2017/1/1 18:52,2017/1/1 19:12,1242,7144,Palmerston Ave / Vermont Ave,7041,Edward St / Yonge St,Member,43.671389,-79.416389,43.656729,-79.382736
712652,2017/1/1 18:54,2017/1/1 18:59,351,7175,HTO Park (Queen's Quay W),7071,161 Bleecker St (South of Wellesley),Member,43.63796,-79.387502,43.666233,-79.373327
712653,2017/1/1 18:54,2017/1/1 18:59,315,7073,Bremner Blvd / Spadina Ave,7017,Widmer St / Adelaide St ,Member,43.640114,-79.393249,43.6475076,-79.3914841
712654,2017/1/1 18:56,2017/1/1 19:19,1376,7050,Richmond St E / Jarvis St Green P,7172,Strachan Ave / Princes' Blvd,Member,43.652634,-79.374222,43.635,-79.40888889
712655,2017/1/1 18:57,2017/1/1 19:38,2453,7046,Niagara St / Richmond St W,7010,King St W / Spadina Ave,Member,43.64534,-79.409597,43.645323,-79.395003
712656,2017/1/1 19:00,2017/1/1 19:07,421,7051,Wellesley St E / Yonge St Green P,7021,Bay St / Albert St,Member,43.66506,-79.38357,43.653264,-79.382458
712657,2017/1/1 19:02,2017/1/1 19:06,241,7014,Sherbourne St / Carlton St (Allan Gardens),7042,Sherbourne St / Wellesley St,Member,43.663102,-79.373181,43.6673,-79.374
712658,2017/1/1 19:03,2017/1/1 19:25,1339,7171,Ontario Place Blvd / Remembrance Dr,7035,Queen St W / Ossington Ave,Casual,43.6322445,-79.4108105,43.643975,-79.419576
712659,2017/1/1 19:05,2017/1/1 19:11,357,7021,Bay St / Albert St,7169,Front St / Bay St (North Side),Member,43.653264,-79.382458,43.646162,-79.378912
712660,2017/1/1 19:06,2017/1/1 19:34,1625,7026,Bay St / St. Joseph St,7126,Yonge St / Yorkville Ave,Member,43.665527,-79.387499,43.671944,-79.387778
712661,2017/1/1 19:07,2017/1/1 19:33,1599,7026,Bay St / St. Joseph St,7126,Yonge St / Yorkville Ave,Member,43.665527,-79.387499,43.671944,-79.387778
712662,2017/1/1 19:08,2017/1/1 19:14,394,7175,HTO Park (Queen's Quay W),7175,HTO Park (Queen's Quay W),Member,43.63796,-79.387502,43.63796,-79.387502
712663,2017/1/1 19:08,2017/1/1 19:16,530,7089,Church St  / Wood St,7063,Queens Park / Bloor St W,Member,43.662712,-79.379903,43.668456,-79.393899
712664,2017/1/1 19:09,2017/1/1 19:23,841,7018,Bremner Blvd / Rees St,7020,Phoebe St / Spadina Ave,Casual,43.641529,-79.386741,43.650033,-79.396555
712665,2017/1/1 19:09,2017/1/1 19:13,288,7195,Ulster St / Bathurst St,7007,College St W / Huron St,Member,43.66,-79.40888889,43.658148,-79.398167
712666,2017/1/1 19:09,2017/1/1 19:12,193,7047,University Ave / Gerrard St W,7039,Simcoe St / Dundas St W,Member,43.657763,-79.389165,43.65232722,-79.38825382
712667,2017/1/1 19:09,2017/1/1 19:22,820,7018,Bremner Blvd / Rees St,7020,Phoebe St / Spadina Ave,Casual,43.641529,-79.386741,43.650033,-79.396555
712668,2017/1/1 19:11,2017/1/1 19:20,559,7115,Howard St / Sherbourne St,7109,Seaton St / Dundas St E,Member,43.6712581,-79.376367,43.658777,-79.369596
712669,2017/1/1 19:12,2017/1/1 19:22,609,7017,Widmer St / Adelaide St ,7101,Lower Sherbourne St / The Esplanade,Member,43.6475076,-79.3914841,43.648655,-79.367061
712670,2017/1/1 19:13,2017/1/1 19:27,809,7104,King St E / River St,7168,Queens Quay / Yonge St,Member,43.657071,-79.356598,43.641646,-79.375308
712671,2017/1/1 19:14,2017/1/1 19:37,1434,7006,Bay St / College St (East Side),7075,Queens Quay W / Dan Leckie Way,Member,43.660439,-79.385525,43.636533,-79.395854
712672,2017/1/1 19:17,2017/1/1 19:20,218,7023,College St W / Borden St,7195,Ulster St / Bathurst St,Member,43.6571,-79.4056,43.66,-79.40888889
712673,2017/1/1 19:18,2017/1/1 19:31,768,7113,Parliament St / Aberdeen Ave,7097,Riverdale Park North (Broadview Ave),Member,43.665278,-79.368333,43.671172,-79.354704
712675,2017/1/1 19:18,2017/1/1 19:46,1647,7097,Riverdale Park North (Broadview Ave),7009,King St E / Jarvis St,Casual,43.671172,-79.354704,43.650325,-79.372287
712676,2017/1/1 19:19,2017/1/1 19:26,440,7116,Parliament St / Bloor St E,7095,Danforth Ave / Ellerbeck St,Member,43.671827,-79.371849,43.677076,-79.35667
712677,2017/1/1 19:19,2017/1/1 19:26,445,7024,Dundonald St / Church St,7045,Bond St / Queen St E,Member,43.66663,-79.38148,43.653236,-79.376716
712678,2017/1/1 19:19,2017/1/1 19:46,1604,7097,Riverdale Park North (Broadview Ave),7009,King St E / Jarvis St,Casual,43.671172,-79.354704,43.650325,-79.372287
712679,2017/1/1 19:20,2017/1/1 19:24,218,7026,Bay St / St. Joseph St,7006,Bay St / College St (East Side),Member,43.665527,-79.387499,43.660439,-79.385525
712680,2017/1/1 19:22,2017/1/1 19:42,1221,7175,HTO Park (Queen's Quay W),7175,HTO Park (Queen's Quay W),Member,43.63796,-79.387502,43.63796,-79.387502
712681,2017/1/1 19:23,2017/1/1 19:32,581,7047,University Ave / Gerrard St W,7033,Union Station,Member,43.657763,-79.389165,43.645609,-79.380386
712682,2017/1/1 19:27,2017/1/1 19:38,644,7041,Edward St / Yonge St,7029,Bay St / Bloor St W,Member,43.656729,-79.382736,43.66943,-79.38915
712683,2017/1/1 19:28,2017/1/1 19:49,1222,7072,Queen St W / Shaw St,7044,Church St / Alexander St,Casual,43.636611,-79.400042,43.663722,-79.380288
712684,2017/1/1 19:29,2017/1/1 19:44,884,7063,Queens Park / Bloor St W,7010,King St W / Spadina Ave,Member,43.668456,-79.393899,43.645323,-79.395003
712685,2017/1/1 19:30,2017/1/1 19:58,1731,7038,Dundas St / Yonge St,7059,Front St W / Blue Jays Way,Casual,43.656094,-79.381484,43.643473,-79.390477
712686,2017/1/1 19:30,2017/1/1 19:58,1713,7038,Dundas St / Yonge St,7059,Front St W / Blue Jays Way,Casual,43.656094,-79.381484,43.643473,-79.390477
712687,2017/1/1 19:32,2017/1/1 19:46,825,7190,St. George St / Hoskin Ave,7189,Augusta Ave / Denison Sq,Casual,43.6637403,-79.3980645,43.653766,-79.4016759
712688,2017/1/1 19:33,2017/1/1 20:00,1647,7078,College St W / Major St,7038,Dundas St / Yonge St,Casual,43.6576,-79.4032,43.656094,-79.381484
712689,2017/1/1 19:33,2017/1/1 19:45,735,7190,St. George St / Hoskin Ave,7189,Augusta Ave / Denison Sq,Casual,43.6637403,-79.3980645,43.653766,-79.4016759
712690,2017/1/1 19:35,2017/1/1 19:41,352,7126,Yonge St / Yorkville Ave,7026,Bay St / St. Joseph St,Member,43.671944,-79.387778,43.665527,-79.387499
712691,2017/1/1 19:36,2017/1/1 19:44,471,7126,Yonge St / Yorkville Ave,7026,Bay St / St. Joseph St,Member,43.671944,-79.387778,43.665527,-79.387499
712692,2017/1/1 19:39,2017/1/1 19:50,648,7019,Temperance St / Yonge St,7070,25 York St (ACC/Union Station South),Member,43.6507021,-79.3800546,43.643667,-79.380414
712693,2017/1/1 19:39,2017/1/1 20:42,3772,7010,King St W / Spadina Ave,7017,Widmer St / Adelaide St ,Member,43.645323,-79.395003,43.6475076,-79.3914841
712694,2017/1/1 19:46,2017/1/1 20:08,1344,7193,Queen St W / Gladstone Ave,7002,St George St / Bloor St W,Member,43.64305556,-79.4275,43.667333,-79.399429
712695,2017/1/1 19:48,2017/1/1 20:10,1304,7122,Niagara St / Tecumseth St,7031,Jarvis St / Isabella St,Member,43.641389,-79.404444,43.668991,-79.379385
712696,2017/1/1 19:50,2017/1/1 20:06,921,7189,Augusta Ave / Denison Sq,7016,Bay St / Queens Quay W (Ferry Terminal),Member,43.653766,-79.4016759,43.640823,-79.376265
712697,2017/1/1 19:51,2017/1/1 19:57,362,7014,Sherbourne St / Carlton St (Allan Gardens),7060,Princess St / Adelaide St,Member,43.663102,-79.373181,43.652123,-79.367139
712698,2017/1/1 19:52,2017/1/1 19:54,145,7020,Phoebe St / Spadina Ave,7027,Beverly  St / Dundas St W,Member,43.650033,-79.396555,43.652823,-79.393388
712699,2017/1/1 19:54,2017/1/1 19:58,243,7006,Bay St / College St (East Side),7062,University Ave / College St,Member,43.660439,-79.385525,43.659226,-79.390213
712700,2017/1/1 20:04,2017/1/1 20:09,288,7028,Gould St / Mutual St,7077,College Park South,Member,43.6582,-79.3768,43.659777,-79.382767
712701,2017/1/1 20:06,2017/1/1 20:23,1043,7097,Riverdale Park North (Broadview Ave),7009,King St E / Jarvis St,Member,43.671172,-79.354704,43.650325,-79.372287
712703,2017/1/1 20:10,2017/1/1 20:20,621,7216,Wellington St W / Stafford St,7188,Exhibition GO (Atlantic Ave),Member,43.641281,-79.409339,43.63666667,-79.41972222
712704,2017/1/1 20:10,2017/1/1 20:18,468,7044,Church St / Alexander St,7119,Sumach St / Carlton St. (Riverdale Farm),Casual,43.663722,-79.380288,43.665867,-79.362506
712705,2017/1/1 20:11,2017/1/1 20:20,567,7216,Wellington St W / Stafford St,7188,Exhibition GO (Atlantic Ave),Member,43.641281,-79.409339,43.63666667,-79.41972222
712706,2017/1/1 20:11,2017/1/1 20:20,522,7123,424 Wellington St. W,7022,Simcoe St / Queen St W,Member,43.643834,-79.396649,43.650858,-79.387582
712707,2017/1/1 20:12,2017/1/1 20:24,715,7027,Beverly  St / Dundas St W,7016,Bay St / Queens Quay W (Ferry Terminal),Member,43.652823,-79.393388,43.640823,-79.376265
712708,2017/1/1 20:13,2017/1/1 20:26,763,7195,Ulster St / Bathurst St,7051,Wellesley St E / Yonge St Green P,Member,43.66,-79.40888889,43.66506,-79.38357
712710,2017/1/1 20:14,2017/1/1 20:33,1117,7156,Salem Ave / Bloor St W,7073,Bremner Blvd / Spadina Ave,Casual,43.6608333,-79.43166667,43.640114,-79.393249
