trip_id,trip_start_time,trip_stop_time,trip_duration_seconds,from_station_id,from_station_name,to_station_id,to_station_name,user_type,origin_lat,origin_lon,destination_lat,destination_lon
712711,2017/1/1 20:14,2017/1/1 21:48,5589,7057,Simcoe St / Wellington St W,7175,HTO Park (Queen's Quay W),Casual,43.6458569,-79.3853654,43.63796,-79.387502
712712,2017/1/1 20:14,2017/1/1 21:48,5594,7057,Simcoe St / Wellington St W,7175,HTO Park (Queen's Quay W),Casual,43.6458569,-79.3853654,43.63796,-79.387502
712715,2017/1/1 20:17,2017/1/1 21:48,5448,7057,Simcoe St / Wellington St W,7175,HTO Park (Queen's Quay W),Casual,43.6458569,-79.3853654,43.63796,-79.387502
712716,2017/1/1 20:17,2017/1/1 21:47,5426,7057,Simcoe St / Wellington St W,7175,HTO Park (Queen's Quay W),Casual,43.6458569,-79.3853654,43.63796,-79.387502
712717,2017/1/1 20:19,2017/1/1 21:48,5325,7057,Simcoe St / Wellington St W,7175,HTO Park (Queen's Quay W),Casual,43.6458569,-79.3853654,43.63796,-79.387502
712718,2017/1/1 20:19,2017/1/1 21:48,5316,7057,Simcoe St / Wellington St W,7175,HTO Park (Queen's Quay W),Casual,43.6458569,-79.3853654,43.63796,-79.387502
712719,2017/1/1 20:23,2017/1/1 20:29,378,7199,College St W / Markham St,7189,Augusta Ave / Denison Sq,Casual,43.65638889,-79.40916667,43.653766,-79.4016759
712720,2017/1/1 20:23,2017/1/1 20:55,1890,7175,HTO Park (Queen's Quay W),7171,Ontario Place Blvd / Remembrance Dr,Casual,43.63796,-79.387502,43.6322445,-79.4108105
712721,2017/1/1 20:23,2017/1/1 20:49,1542,7027,Beverly  St / Dundas St W,7016,Bay St / Queens Quay W (Ferry Terminal),Casual,43.652823,-79.393388,43.640823,-79.376265
712722,2017/1/1 20:23,2017/1/1 20:49,1553,7027,Beverly  St / Dundas St W,7016,Bay St / Queens Quay W (Ferry Terminal),Casual,43.652823,-79.393388,43.640823,-79.376265
712723,2017/1/1 20:24,2017/1/1 20:29,342,7199,College St W / Markham St,7189,Augusta Ave / Denison Sq,Casual,43.65638889,-79.40916667,43.653766,-79.4016759
712724,2017/1/1 20:25,2017/1/1 20:32,384,7057,Simcoe St / Wellington St W,7020,Phoebe St / Spadina Ave,Member,43.6458569,-79.3853654,43.650033,-79.396555
712725,2017/1/1 20:27,2017/1/1 20:33,380,7032,Augusta Ave / Dundas St W,7037,Bathurst St / Dundas St W,Member,43.652473,-79.401456,43.6523,-79.4058
712726,2017/1/1 20:27,2017/1/1 20:32,311,7017,Widmer St / Adelaide St ,7118,King St W / Bay St (East Side),Member,43.6475076,-79.3914841,43.648575,-79.380042
712727,2017/1/1 20:28,2017/1/1 20:37,560,7122,Niagara St / Tecumseth St,7197,Queen St W / Dovercourt Rd,Member,43.641389,-79.404444,43.64361111,-79.4225
712728,2017/1/1 20:28,2017/1/1 20:37,544,7026,Bay St / St. Joseph St,7118,King St W / Bay St (East Side),Member,43.665527,-79.387499,43.648575,-79.380042
712729,2017/1/1 20:30,2017/1/1 22:40,7806,7012,Elizabeth St / Edward St (Bus Terminal),7001,Lower Jarvis St / The Esplanade,Casual,43.656026,-79.385327,43.647992,-79.370907
712730,2017/1/1 20:30,2017/1/1 22:40,7814,7012,Elizabeth St / Edward St (Bus Terminal),7001,Lower Jarvis St / The Esplanade,Casual,43.656026,-79.385327,43.647992,-79.370907
712731,2017/1/1 20:30,2017/1/1 20:37,420,7123,424 Wellington St. W,7020,Phoebe St / Spadina Ave,Member,43.643834,-79.396649,43.650033,-79.396555
712732,2017/1/1 20:32,2017/1/1 20:38,358,7068,Dockside Dr / Queens Quay E (Sugar Beach),7076,York St / Queens Quay W,Member,,,43.640132,-79.380464
712733,2017/1/1 20:35,2017/1/1 20:43,441,7053,Metro Hall Plaza,7071,161 Bleecker St (South of Wellesley),Member,43.645859,-79.38783,43.666233,-79.373327
712734,2017/1/1 20:41,2017/1/1 21:01,1228,7135,Hanna Ave / Liberty St,7013,Scott St / The Esplanade,Member,43.638333,-79.419722,43.64656,-79.375274
712735,2017/1/1 20:41,2017/1/1 20:45,220,7060,Princess St / Adelaide St,7009,King St E / Jarvis St,Member,43.652123,-79.367139,43.650325,-79.372287
712736,2017/1/1 20:42,2017/1/1 20:56,805,7011,Wellington St W / Portland St,7193,Queen St W / Gladstone Ave,Member,43.642982,-79.399256,43.64305556,-79.4275
712737,2017/1/1 20:43,2017/1/1 20:47,240,7175,HTO Park (Queen's Quay W),7076,York St / Queens Quay W,Member,43.63796,-79.387502,43.640132,-79.380464
712738,2017/1/1 20:44,2017/1/1 20:54,649,7114,Carlton St / Parliament St,7009,King St E / Jarvis St,Member,43.664524,-79.36793,43.650325,-79.372287
712739,2017/1/1 20:45,2017/1/1 20:53,468,7017,Widmer St / Adelaide St ,7060,Princess St / Adelaide St,Member,43.6475076,-79.3914841,43.652123,-79.367139
712740,2017/1/1 20:46,2017/1/1 20:57,694,7100,Dundas St E / Regent Park Blvd,7101,Lower Sherbourne St / The Esplanade,Member,43.660207,-79.361275,43.648655,-79.367061
712741,2017/1/1 20:46,2017/1/1 20:50,227,7026,Bay St / St. Joseph St,7063,Queens Park / Bloor St W,Member,43.665527,-79.387499,43.668456,-79.393899
712742,2017/1/1 20:47,2017/1/1 21:09,1263,7173,Cariboo St / Rail Path,7173,Cariboo St / Rail Path,Member,43.66666667,-79.45833333,43.66666667,-79.45833333
712743,2017/1/1 20:49,2017/1/1 20:56,428,7060,Princess St / Adelaide St,7016,Bay St / Queens Quay W (Ferry Terminal),Member,43.652123,-79.367139,43.640823,-79.376265
712744,2017/1/1 20:50,2017/1/1 20:56,360,7044,Church St / Alexander St,7038,Dundas St / Yonge St,Member,43.663722,-79.380288,43.656094,-79.381484
712745,2017/1/1 20:50,2017/1/1 21:03,803,7104,King St E / River St,7021,Bay St / Albert St,Member,43.657071,-79.356598,43.653264,-79.382458
712746,2017/1/1 20:50,2017/1/1 21:03,785,7104,King St E / River St,7021,Bay St / Albert St,Member,43.657071,-79.356598,43.653264,-79.382458
712747,2017/1/1 20:50,2017/1/1 20:56,358,7008,Wellesley St / Queen's Park Cres,7041,Edward St / Yonge St,Member,43.663376,-79.392125,43.656729,-79.382736
712748,2017/1/1 20:53,2017/1/1 21:17,1407,7060,Princess St / Adelaide St,7056,Parliament St / Gerrard St,Member,43.652123,-79.367139,43.662132,-79.3656796
712749,2017/1/1 20:56,2017/1/1 21:05,544,7039,Simcoe St / Dundas St W,7033,Union Station,Member,43.65232722,-79.38825382,43.645609,-79.380386
712750,2017/1/1 20:57,2017/1/1 21:06,567,7007,College St W / Huron St,7132,Kendal Ave / Spadina Rd,Member,43.658148,-79.398167,43.670318,-79.405181
712751,2017/1/1 20:57,2017/1/1 21:12,888,7042,Sherbourne St / Wellesley St,7133,Summerhill Station,Casual,43.6673,-79.374,43.681944,-79.390556
712752,2017/1/1 21:00,2017/1/1 21:09,550,7076,York St / Queens Quay W,7075,Queens Quay W / Dan Leckie Way,Member,43.640132,-79.380464,43.636533,-79.395854
712753,2017/1/1 21:00,2017/1/1 21:15,883,7172,Strachan Ave / Princes' Blvd,7135,Hanna Ave / Liberty St,Casual,43.635,-79.40888889,43.638333,-79.419722
712754,2017/1/1 21:00,2017/1/1 21:10,605,7006,Bay St / College St (East Side),7057,Simcoe St / Wellington St W,Member,43.660439,-79.385525,43.6458569,-79.3853654
712755,2017/1/1 21:02,2017/1/1 21:13,619,7098,Riverdale Park South (Broadview Ave),7014,Sherbourne St / Carlton St (Allan Gardens),Member,43.667819,-79.35347,43.663102,-79.373181
712756,2017/1/1 21:04,2017/1/1 21:11,450,7014,Sherbourne St / Carlton St (Allan Gardens),7038,Dundas St / Yonge St,Member,43.663102,-79.373181,43.656094,-79.381484
712757,2017/1/1 21:04,2017/1/1 21:09,290,7121,Jarvis St / Dundas St E,7065,Dundas St E / Parliament St,Member,43.657266,-79.374756,43.659575,-79.365769
712758,2017/1/1 21:05,2017/1/1 21:13,455,7037,Bathurst St / Dundas St W,7075,Queens Quay W / Dan Leckie Way,Member,43.6523,-79.4058,43.636533,-79.395854
712759,2017/1/1 21:08,2017/1/1 21:16,500,7153,Bloor St W / Christie St,7061,Bloor St / Brunswick Ave,Member,43.6638889,-79.41888889,43.6662942,-79.4066433
712760,2017/1/1 21:08,2017/1/1 21:15,421,7153,Bloor St W / Christie St,7061,Bloor St / Brunswick Ave,Member,43.6638889,-79.41888889,43.6662942,-79.4066433
712761,2017/1/1 21:10,2017/1/1 21:20,596,7059,Front St W / Blue Jays Way,7172,Strachan Ave / Princes' Blvd,Member,43.643473,-79.390477,43.635,-79.40888889
712762,2017/1/1 21:14,2017/1/1 21:43,1733,7044,Church St / Alexander St,7171,Ontario Place Blvd / Remembrance Dr,Member,43.663722,-79.380288,43.6322445,-79.4108105
712763,2017/1/1 21:19,2017/1/1 21:35,997,7056,Parliament St / Gerrard St,7038,Dundas St / Yonge St,Member,43.662132,-79.3656796,43.656094,-79.381484
712764,2017/1/1 21:19,2017/1/1 21:27,487,7162,Hayter St / Laplante Ave,7007,College St W / Huron St,Member,43.65916667,-79.38555556,43.658148,-79.398167
712765,2017/1/1 21:19,2017/1/1 21:27,476,7162,Hayter St / Laplante Ave,7007,College St W / Huron St,Member,43.65916667,-79.38555556,43.658148,-79.398167
712766,2017/1/1 21:21,2017/1/1 21:36,920,7172,Strachan Ave / Princes' Blvd,7171,Ontario Place Blvd / Remembrance Dr,Member,43.635,-79.40888889,43.6322445,-79.4108105
712767,2017/1/1 21:21,2017/1/1 21:30,549,7176,Bathurst St / Fort York Blvd,7033,Union Station,Member,43.639179,-79.399595,43.645609,-79.380386
712768,2017/1/1 21:23,2017/1/1 21:32,534,7028,Gould St / Mutual St,7120,Gerrard St E / River St,Member,43.6582,-79.3768,43.663993,-79.358534
712769,2017/1/1 21:26,2017/1/1 21:33,439,7073,Bremner Blvd / Spadina Ave,7027,Beverly  St / Dundas St W,Member,43.640114,-79.393249,43.652823,-79.393388
712770,2017/1/1 21:29,2017/1/1 21:35,366,7100,Dundas St E / Regent Park Blvd,7098,Riverdale Park South (Broadview Ave),Member,43.660207,-79.361275,43.667819,-79.35347
712771,2017/1/1 21:30,2017/1/1 21:45,898,7195,Ulster St / Bathurst St,7043,Queens Quay W / Lower Simcoe St,Member,43.66,-79.40888889,43.63951,-79.383717
712772,2017/1/1 21:31,2017/1/1 21:38,446,7063,Queens Park / Bloor St W,7089,Church St  / Wood St,Member,43.668456,-79.393899,43.662712,-79.379903
712773,2017/1/1 21:31,2017/1/1 21:50,1137,7177,East Liberty St / Pirandello St,7016,Bay St / Queens Quay W (Ferry Terminal),Casual,43.63861111,-79.41472222,43.640823,-79.376265
712774,2017/1/1 21:33,2017/1/1 21:50,1033,7174,Bloor St W / Dundas St W,7196,Roxton Rd / Harbord St,Member,43.6563889,-79.45166667,43.65905,-79.422988
712776,2017/1/1 21:33,2017/1/1 21:42,547,7049,Queen St W / Portland St,7176,Bathurst St / Fort York Blvd,Member,43.6476,-79.4015,43.639179,-79.399595
712777,2017/1/1 21:34,2017/1/1 21:42,493,7049,Queen St W / Portland St,7176,Bathurst St / Fort York Blvd,Member,43.6476,-79.4015,43.639179,-79.399595
712778,2017/1/1 21:34,2017/1/1 21:45,634,7061,Bloor St / Brunswick Ave,7029,Bay St / Bloor St W,Member,43.6662942,-79.4066433,43.66943,-79.38915
712779,2017/1/1 21:35,2017/1/1 21:44,580,7061,Bloor St / Brunswick Ave,7029,Bay St / Bloor St W,Member,43.6662942,-79.4066433,43.66943,-79.38915
712781,2017/1/1 21:41,2017/1/1 21:55,893,7104,King St E / River St,7044,Church St / Alexander St,Member,43.657071,-79.356598,43.663722,-79.380288
712782,2017/1/1 21:41,2017/1/1 21:57,973,7208,80 Clinton St (North of College),7073,Bremner Blvd / Spadina Ave,Member,43.656296,-79.414663,43.640114,-79.393249
712783,2017/1/1 21:41,2017/1/1 21:53,681,7038,Dundas St / Yonge St,7104,King St E / River St,Member,43.656094,-79.381484,43.657071,-79.356598
712784,2017/1/1 21:43,2017/1/1 22:17,1988,7171,Ontario Place Blvd / Remembrance Dr,7171,Ontario Place Blvd / Remembrance Dr,Member,43.6322445,-79.4108105,43.6322445,-79.4108105
712785,2017/1/1 21:44,2017/1/1 21:51,374,7098,Riverdale Park South (Broadview Ave),7100,Dundas St E / Regent Park Blvd,Member,43.667819,-79.35347,43.660207,-79.361275
712786,2017/1/1 21:46,2017/1/1 21:49,192,7162,Hayter St / Laplante Ave,7038,Dundas St / Yonge St,Member,43.65916667,-79.38555556,43.656094,-79.381484
712788,2017/1/1 21:50,2017/1/1 21:59,538,7060,Princess St / Adelaide St,7014,Sherbourne St / Carlton St (Allan Gardens),Member,43.652123,-79.367139,43.663102,-79.373181
712787,2017/1/1 21:50,2017/1/1 22:03,757,7023,College St W / Borden St,7198,Queen St W / Cowan Ave,Member,43.6571,-79.4056,43.6409,-79.432837
712789,2017/1/1 21:52,2017/1/1 22:08,958,7016,Bay St / Queens Quay W (Ferry Terminal),7121,Jarvis St / Dundas St E,Casual,43.640823,-79.376265,43.657266,-79.374756
712790,2017/1/1 21:53,2017/1/1 22:06,769,7104,King St E / River St,7103,Jimmie Simpson Park (Queen St E),Member,43.657071,-79.356598,43.6605603,-79.3437663
712791,2017/1/1 21:54,2017/1/1 22:00,348,7067,Yonge St / Harbour St,7076,York St / Queens Quay W,Member,43.643795,-79.375413,43.640132,-79.380464
712792,2017/1/1 21:56,2017/1/1 22:05,564,7104,King St E / River St,7055,Jarvis St / Carlton St,Member,43.657071,-79.356598,43.66207,-79.37617
712793,2017/1/1 21:56,2017/1/1 22:12,952,7036,Trinity St /Front St E,7019,Temperance St / Yonge St,Casual,43.651318,-79.36023,43.6507021,-79.3800546
712794,2017/1/1 21:56,2017/1/1 22:12,955,7036,Trinity St /Front St E,7019,Temperance St / Yonge St,Casual,43.651318,-79.36023,43.6507021,-79.3800546
712795,2017/1/1 21:58,2017/1/1 22:04,311,7059,Front St W / Blue Jays Way,7005,University Ave / King St W,Member,43.643473,-79.390477,43.6480008,-79.383177
712796,2017/1/1 22:02,2017/1/1 22:06,252,7118,King St W / Bay St (East Side),7017,Widmer St / Adelaide St ,Member,43.648575,-79.380042,43.6475076,-79.3914841
712797,2017/1/1 22:02,2017/1/1 22:12,592,7019,Temperance St / Yonge St,7027,Beverly  St / Dundas St W,Member,43.6507021,-79.3800546,43.652823,-79.393388
712798,2017/1/1 22:03,2017/1/1 22:17,817,7021,Bay St / Albert St,7031,Jarvis St / Isabella St,Member,43.653264,-79.382458,43.668991,-79.379385
712799,2017/1/1 22:06,2017/1/1 22:30,1433,7164,Victoria St / Gould St (Ryerson University),7115,Howard St / Sherbourne St,Member,43.657424,-79.381019,43.6712581,-79.376367
712800,2017/1/1 22:06,2017/1/1 22:16,600,7103,Jimmie Simpson Park (Queen St E),7103,Jimmie Simpson Park (Queen St E),Member,43.6605603,-79.3437663,43.6605603,-79.3437663
712801,2017/1/1 22:07,2017/1/1 22:15,525,7065,Dundas St E / Parliament St,7042,Sherbourne St / Wellesley St,Member,43.659575,-79.365769,43.6673,-79.374
712802,2017/1/1 22:07,2017/1/1 22:15,477,7065,Dundas St E / Parliament St,7042,Sherbourne St / Wellesley St,Member,43.659575,-79.365769,43.6673,-79.374
712803,2017/1/1 22:08,2017/1/1 22:10,133,7076,York St / Queens Quay W,7016,Bay St / Queens Quay W (Ferry Terminal),Member,43.640132,-79.380464,43.640823,-79.376265
712804,2017/1/1 22:09,2017/1/1 22:24,928,7047,University Ave / Gerrard St W,7153,Bloor St W / Christie St,Member,43.657763,-79.389165,43.6638889,-79.41888889
712805,2017/1/1 22:11,2017/1/1 22:15,257,7050,Richmond St E / Jarvis St Green P,7028,Gould St / Mutual St,Member,43.652634,-79.374222,43.6582,-79.3768
712806,2017/1/1 22:11,2017/1/1 22:29,1107,7164,Victoria St / Gould St (Ryerson University),7115,Howard St / Sherbourne St,Casual,43.657424,-79.381019,43.6712581,-79.376367
712807,2017/1/1 22:11,2017/1/1 22:30,1121,7164,Victoria St / Gould St (Ryerson University),7115,Howard St / Sherbourne St,Casual,43.657424,-79.381019,43.6712581,-79.376367
712808,2017/1/1 22:11,2017/1/1 22:29,1083,7164,Victoria St / Gould St (Ryerson University),7115,Howard St / Sherbourne St,Casual,43.657424,-79.381019,43.6712581,-79.376367
712809,2017/1/1 22:14,2017/1/1 22:29,917,7038,Dundas St / Yonge St,7100,Dundas St E / Regent Park Blvd,Member,43.656094,-79.381484,43.660207,-79.361275
712810,2017/1/1 22:16,2017/1/1 22:22,383,7038,Dundas St / Yonge St,7014,Sherbourne St / Carlton St (Allan Gardens),Member,43.656094,-79.381484,43.663102,-79.373181
712811,2017/1/1 22:17,2017/1/1 22:52,2071,7171,Ontario Place Blvd / Remembrance Dr,7163,Yonge St / Wood St,Member,43.6322445,-79.4108105,43.6622222,-79.3825
712812,2017/1/1 22:17,2017/1/2 0:47,8958,7045,Bond St / Queen St E,7045,Bond St / Queen St E,Casual,43.653236,-79.376716,43.653236,-79.376716
712813,2017/1/1 22:18,2017/1/2 0:47,8969,7045,Bond St / Queen St E,7045,Bond St / Queen St E,Casual,43.653236,-79.376716,43.653236,-79.376716
712814,2017/1/1 22:18,2017/1/1 22:23,303,7103,Jimmie Simpson Park (Queen St E),7104,King St E / River St,Member,43.6605603,-79.3437663,43.657071,-79.356598
712815,2017/1/1 22:19,2017/1/1 22:31,743,7202,Queen St W / York St (City Hall),7175,HTO Park (Queen's Quay W),Member,43.651667,-79.384167,43.63796,-79.387502
712816,2017/1/1 22:19,2017/1/1 22:34,930,7016,Bay St / Queens Quay W (Ferry Terminal),7036,Trinity St /Front St E,Casual,43.640823,-79.376265,43.651318,-79.36023
712818,2017/1/1 22:19,2017/1/1 22:35,930,7016,Bay St / Queens Quay W (Ferry Terminal),7036,Trinity St /Front St E,Casual,43.640823,-79.376265,43.651318,-79.36023
712820,2017/1/1 22:20,2017/1/1 22:29,545,7197,Queen St W / Dovercourt Rd,7176,Bathurst St / Fort York Blvd,Member,43.64361111,-79.4225,43.639179,-79.399595
712821,2017/1/1 22:20,2017/1/1 22:31,685,7202,Queen St W / York St (City Hall),7175,HTO Park (Queen's Quay W),Member,43.651667,-79.384167,43.63796,-79.387502
712822,2017/1/1 22:20,2017/1/1 22:24,237,7078,College St W / Major St,7195,Ulster St / Bathurst St,Member,43.6576,-79.4032,43.66,-79.40888889
712823,2017/1/1 22:20,2017/1/1 22:25,242,7055,Jarvis St / Carlton St,7031,Jarvis St / Isabella St,Member,43.66207,-79.37617,43.668991,-79.379385
712824,2017/1/1 22:21,2017/1/1 22:28,400,7036,Trinity St /Front St E,7100,Dundas St E / Regent Park Blvd,Member,43.651318,-79.36023,43.660207,-79.361275
712826,2017/1/1 22:25,2017/1/1 22:27,146,7101,Lower Sherbourne St / The Esplanade,7001,Lower Jarvis St / The Esplanade,Member,43.648655,-79.367061,43.647992,-79.370907
712827,2017/1/1 22:25,2017/1/1 22:38,779,7017,Widmer St / Adelaide St ,7199,College St W / Markham St,Member,43.6475076,-79.3914841,43.65638889,-79.40916667
712828,2017/1/1 22:28,2017/1/1 22:41,803,7009,King St E / Jarvis St,7114,Carlton St / Parliament St,Member,43.650325,-79.372287,43.664524,-79.36793
712829,2017/1/1 22:30,2017/1/1 22:35,300,7077,College Park South,7028,Gould St / Mutual St,Member,43.659777,-79.382767,43.6582,-79.3768
712830,2017/1/1 22:30,2017/1/1 22:39,498,7100,Dundas St E / Regent Park Blvd,7038,Dundas St / Yonge St,Member,43.660207,-79.361275,43.656094,-79.381484
712831,2017/1/1 22:32,2017/1/1 22:34,151,7001,Lower Jarvis St / The Esplanade,7101,Lower Sherbourne St / The Esplanade,Member,43.647992,-79.370907,43.648655,-79.367061
712832,2017/1/1 22:33,2017/1/1 22:39,367,7041,Edward St / Yonge St,7022,Simcoe St / Queen St W,Member,43.656729,-79.382736,43.650858,-79.387582
712833,2017/1/1 22:35,2017/1/1 22:54,1129,7202,Queen St W / York St (City Hall),7144,Palmerston Ave / Vermont Ave,Member,43.651667,-79.384167,43.671389,-79.416389
712834,2017/1/1 22:40,2017/1/1 22:43,178,7199,College St W / Markham St,7195,Ulster St / Bathurst St,Member,43.65638889,-79.40916667,43.66,-79.40888889
712836,2017/1/1 22:42,2017/1/1 22:58,953,7063,Queens Park / Bloor St W,7095,Danforth Ave / Ellerbeck St,Member,43.668456,-79.393899,43.677076,-79.35667
712835,2017/1/1 22:42,2017/1/1 22:58,953,7063,Queens Park / Bloor St W,7095,Danforth Ave / Ellerbeck St,Member,43.668456,-79.393899,43.677076,-79.35667
712837,2017/1/1 22:44,2017/1/1 22:53,515,7055,Jarvis St / Carlton St,7104,King St E / River St,Member,43.66207,-79.37617,43.657071,-79.356598
712838,2017/1/1 22:45,2017/1/1 22:48,187,7022,Simcoe St / Queen St W,7004,University Ave / Elm St,Member,43.650858,-79.387582,43.656518,-79.389099
712839,2017/1/1 22:46,2017/1/1 22:48,154,7042,Sherbourne St / Wellesley St,7014,Sherbourne St / Carlton St (Allan Gardens),Member,43.6673,-79.374,43.663102,-79.373181
712841,2017/1/1 22:48,2017/1/1 22:55,444,7021,Bay St / Albert St,7049,Queen St W / Portland St,Member,43.653264,-79.382458,43.6476,-79.4015
712842,2017/1/1 22:52,2017/1/1 23:00,508,7193,Queen St W / Gladstone Ave,7160,King St W / Tecumseth St,Member,43.64305556,-79.4275,43.64333333,-79.40555556
712843,2017/1/1 22:53,2017/1/1 22:56,178,7076,York St / Queens Quay W,7043,Queens Quay W / Lower Simcoe St,Member,43.640132,-79.380464,43.63951,-79.383717
712844,2017/1/1 22:53,2017/1/1 22:58,312,7205,Rusholme Park Cres / College St W,7156,Salem Ave / Bloor St W,Member,43.65277778,-79.42972222,43.6608333,-79.43166667
712845,2017/1/1 22:55,2017/1/1 23:11,936,7038,Dundas St / Yonge St,7070,25 York St (ACC/Union Station South),Casual,43.656094,-79.381484,43.643667,-79.380414
712846,2017/1/1 22:56,2017/1/1 22:59,179,7196,Roxton Rd / Harbord St,7204,College St W / Crawford St,Member,43.65905,-79.422988,43.655,-79.418889
712847,2017/1/1 22:58,2017/1/1 22:59,79,7043,Queens Quay W / Lower Simcoe St,7076,York St / Queens Quay W,Member,43.63951,-79.383717,43.640132,-79.380464
712848,2017/1/1 22:58,2017/1/1 23:20,1321,7009,King St E / Jarvis St,7097,Riverdale Park North (Broadview Ave),Member,43.650325,-79.372287,43.671172,-79.354704
712849,2017/1/1 23:04,2017/1/1 23:28,1484,7104,King St E / River St,7041,Edward St / Yonge St,Member,43.657071,-79.356598,43.656729,-79.382736
712850,2017/1/1 23:05,2017/1/1 23:16,663,7041,Edward St / Yonge St,7190,St. George St / Hoskin Ave,Member,43.656729,-79.382736,43.6637403,-79.3980645
712851,2017/1/1 23:07,2017/1/1 23:16,562,7153,Bloor St W / Christie St,7207,Dundas St W / Crawford St,Member,43.6638889,-79.41888889,43.649722,-79.416944
712852,2017/1/1 23:07,2017/1/1 23:13,367,7156,Salem Ave / Bloor St W,7205,Rusholme Park Cres / College St W,Member,43.6608333,-79.43166667,43.65277778,-79.42972222
712853,2017/1/1 23:13,2017/1/1 23:24,678,7033,Union Station,7104,King St E / River St,Member,43.645609,-79.380386,43.657071,-79.356598
712854,2017/1/1 23:16,2017/1/1 23:35,1152,7031,Jarvis St / Isabella St,7049,Queen St W / Portland St,Member,43.668991,-79.379385,43.6476,-79.4015
712855,2017/1/1 23:19,2017/1/1 23:24,300,7059,Front St W / Blue Jays Way,7123,424 Wellington St. W,Member,43.643473,-79.390477,43.643834,-79.396649
712856,2017/1/1 23:23,2017/1/1 23:37,845,7114,Carlton St / Parliament St,7022,Simcoe St / Queen St W,Member,43.664524,-79.36793,43.650858,-79.387582
712857,2017/1/1 23:23,2017/1/1 23:40,1013,7007,College St W / Huron St,7072,Queen St W / Shaw St,Casual,43.658148,-79.398167,43.636611,-79.400042
712858,2017/1/1 23:25,2017/1/1 23:33,510,7115,Howard St / Sherbourne St,7065,Dundas St E / Parliament St,Member,43.6712581,-79.376367,43.659575,-79.365769
712859,2017/1/1 23:29,2017/1/1 23:34,292,7204,College St W / Crawford St,7078,College St W / Major St,Member,43.655,-79.418889,43.6576,-79.4032
712860,2017/1/1 23:29,2017/1/1 23:36,397,7029,Bay St / Bloor St W,7131,Taddle Creek Park,Member,43.66943,-79.38915,43.66986,-79.398443
712861,2017/1/1 23:32,2017/1/1 23:54,1295,7204,College St W / Crawford St,7066,Willcocks St / St. George St,Casual,43.655,-79.418889,43.662085,-79.397735
712862,2017/1/1 23:32,2017/1/1 23:54,1292,7204,College St W / Crawford St,7066,Willcocks St / St. George St,Casual,43.655,-79.418889,43.662085,-79.397735
712863,2017/1/1 23:33,2017/1/1 23:44,666,7041,Edward St / Yonge St,7042,Sherbourne St / Wellesley St,Member,43.656729,-79.382736,43.6673,-79.374
712864,2017/1/1 23:34,2017/1/1 23:40,339,7012,Elizabeth St / Edward St (Bus Terminal),7019,Temperance St / Yonge St,Member,43.656026,-79.385327,43.6507021,-79.3800546
712865,2017/1/1 23:36,2017/1/1 23:41,323,7040,Euclid Ave / Bloor St W,7149,Yarmouth Rd / Christie St,Member,43.664467,-79.414783,43.67,-79.42083333
712866,2017/1/1 23:36,2017/1/1 23:52,970,7058,Huron/ Harbord St,7005,University Ave / King St W,Member,43.6637,-79.400053,43.6480008,-79.383177
712867,2017/1/1 23:38,2017/1/1 23:40,165,7022,Simcoe St / Queen St W,7004,University Ave / Elm St,Member,43.650858,-79.387582,43.656518,-79.389099
712868,2017/1/1 23:39,2017/1/2 0:19,2438,7171,Ontario Place Blvd / Remembrance Dr,7075,Queens Quay W / Dan Leckie Way,Member,43.6322445,-79.4108105,43.636533,-79.395854
712869,2017/1/1 23:40,2017/1/1 23:46,367,7000,Fort York  Blvd / Capreol Crt,7017,Widmer St / Adelaide St ,Member,43.639832,-79.395954,43.6475076,-79.3914841
712870,2017/1/1 23:43,2017/1/1 23:53,635,7027,Beverly  St / Dundas St W,7073,Bremner Blvd / Spadina Ave,Member,43.652823,-79.393388,43.640114,-79.393249
712871,2017/1/1 23:48,2017/1/2 0:05,976,7028,Gould St / Mutual St,7098,Riverdale Park South (Broadview Ave),Member,43.6582,-79.3768,43.667819,-79.35347
712872,2017/1/1 23:48,2017/1/2 0:04,914,7043,Queens Quay W / Lower Simcoe St,7032,Augusta Ave / Dundas St W,Member,43.63951,-79.383717,43.652473,-79.401456
712873,2017/1/1 23:51,2017/1/1 23:54,168,7028,Gould St / Mutual St,7038,Dundas St / Yonge St,Member,43.6582,-79.3768,43.656094,-79.381484
712874,2017/1/1 23:53,2017/1/2 0:00,397,7188,Exhibition GO (Atlantic Ave),7216,Wellington St W / Stafford St,Member,43.63666667,-79.41972222,43.641281,-79.409339
712875,2017/1/1 23:53,2017/1/2 0:03,558,7026,Bay St / St. Joseph St,7133,Summerhill Station,Member,43.665527,-79.387499,43.681944,-79.390556
712876,2017/1/1 23:53,2017/1/2 0:00,376,7188,Exhibition GO (Atlantic Ave),7216,Wellington St W / Stafford St,Member,43.63666667,-79.41972222,43.641281,-79.409339
712877,2017/1/1 23:53,2017/1/2 0:10,974,7029,Bay St / Bloor St W,7152,Ossington Ave / Bloor St W,Member,43.66943,-79.38915,43.661705,-79.425734
712878,2017/1/1 23:55,2017/1/2 0:02,450,7039,Simcoe St / Dundas St W,7028,Gould St / Mutual St,Member,43.65232722,-79.38825382,43.6582,-79.3768
